CDS	DNA	RNA
TOBG-MED-643_669	12.803229	4.438297
TOBG-MED-643_67	12.807692	0
TOBG-MED-643_670	7.690475	0
TOBG-MED-643_671	17.840485	0
TOBG-MED-643_673	25.303331	0
TOBG-MED-643_674	10.685536	0
TOBG-MED-643_675	7.805246	1.23657
TOBG-MED-643_676	6.00271	0
TOBG-MED-643_677	10.446275	0.877136
TOBG-MED-643_678	7.273776	0
TOBG-MED-643_679	7.014499	0
TOBG-MED-643_68	7.063969	1.176411
TOBG-MED-643_680	8.780416	0
TOBG-MED-643_681	15.607258	0
TOBG-MED-643_682	5.569549	0
TOBG-MED-643_683	11.139099	4.756082
TOBG-MED-643_684	22.490785	0
TOBG-MED-643_685	14.115511	9.28724
TOBG-MED-643_686	13.633333	0
TOBG-MED-643_687	8.794919	0
TOBG-MED-643_688	7.310772	0
TOBG-MED-643_689	20.663526	20.284416
TOBG-MED-643_69	9.049292	14.694763
TOBG-MED-643_690	10.164149	0
TOBG-MED-643_691	11.797473	7.318211
TOBG-MED-643_692	9.948245	0
TOBG-MED-643_693	17.301545	0
TOBG-MED-643_694	3.223588	0
TOBG-MED-643_695	10.45214	0
TOBG-MED-643_696	9.252734	0
TOBG-MED-643_697	2.448735	0
TOBG-MED-643_698	11.027201	0
TOBG-MED-643_699	25.84964	20.768284
TOBG-MED-643_7	10.423592	0
TOBG-MED-643_70	21.156539	0
TOBG-MED-643_700	8.870036	0
TOBG-MED-643_701	14.023708	0
TOBG-MED-643_702	7.038936	0
TOBG-MED-643_703	10.90133	0
TOBG-MED-643_704	13.597158	0
TOBG-MED-643_705	10.689041	0
TOBG-MED-643_706	6.79374	0
TOBG-MED-643_707	15.256987	0
TOBG-MED-643_708	9.326976	0.325084
TOBG-MED-643_709	7.385451	0
TOBG-MED-643_710	10.044915	0
TOBG-MED-643_711	12.814797	0
TOBG-MED-643_712	11.688982	0
TOBG-MED-643_713	11.046276	0
TOBG-MED-643_714	3.638311	0
TOBG-MED-643_715	8.203581	0
TOBG-MED-643_716	15.253113	0
TOBG-MED-643_717	19.684997	7.791609
TOBG-MED-643_718	10.849961	0
TOBG-MED-643_719	13.985224	0
TOBG-MED-643_72	6.902104	0
TOBG-MED-643_720	7.765432	0
TOBG-MED-643_721	8.55096	0
TOBG-MED-643_722	5.22127	0
TOBG-MED-643_723	7.677667	0
TOBG-MED-643_724	12.791313	0
TOBG-MED-643_725	11.416867	4.04534
TOBG-MED-643_726	9.577159	7.191396
TOBG-MED-643_727	3.152383	5.374237
TOBG-MED-643_728	18.977498	0
TOBG-MED-643_729	7.900459	0
TOBG-MED-643_73	6.890394	0
TOBG-MED-643_730	7.719056	0
TOBG-MED-643_731	10.667446	1.801035
TOBG-MED-643_732	5.082075	0
TOBG-MED-643_733	7.567662	0
TOBG-MED-643_734	9.656163	0.621036
TOBG-MED-643_735	6.831518	1.07264
TOBG-MED-643_736	2.594173	0
TOBG-MED-643_737	8.313219	0
TOBG-MED-643_738	6.031903	0
TOBG-MED-643_739	8.196576	0
TOBG-MED-643_74	12.760135	0
TOBG-MED-643_740	8.818947	0
TOBG-MED-643_741	10.246453	0
TOBG-MED-643_742	9.46172	0
TOBG-MED-643_743	13.512098	0
TOBG-MED-643_744	13.197059	0
TOBG-MED-643_745	9.450769	0
TOBG-MED-643_746	8.529234	0
TOBG-MED-643_747	15.920273	0
TOBG-MED-643_748	6.783858	0
TOBG-MED-643_749	13.746516	0
TOBG-MED-643_75	5.864679	0
TOBG-MED-643_750	10.485852	0
TOBG-MED-643_751	7.567662	0
TOBG-MED-643_752	7.999997	0
TOBG-MED-643_753	11.923146	6.230471
TOBG-MED-643_754	11.156647	0
TOBG-MED-643_755	6.656316	1.487113
TOBG-MED-643_756	8.52056	0.665902
TOBG-MED-643_757	73.871506	0
TOBG-MED-643_758	9.692516	0
TOBG-MED-643_759	13.270467	0
TOBG-MED-643_760	9.108051	0
TOBG-MED-643_761	11.171751	0
TOBG-MED-643_762	9.188321	0
TOBG-MED-643_763	7.616559	0
TOBG-MED-643_764	10.555541	2.855375
TOBG-MED-643_765	10.519746	0
TOBG-MED-643_766	6.828708	0
TOBG-MED-643_767	8.638845	0
TOBG-MED-643_768	12.842545	0
TOBG-MED-643_769	7.014499	0
TOBG-MED-643_77	6.320174	0
TOBG-MED-643_770	9.791944	0
TOBG-MED-643_771	9.524209	2.037773
TOBG-MED-643_772	8.111637	0
TOBG-MED-643_773	7.329394	0
TOBG-MED-643_774	6.779791	1.413596
TOBG-MED-643_775	15.321192	3.059774
TOBG-MED-643_776	7.987782	0
TOBG-MED-643_777	12.313263	0
TOBG-MED-643_778	10.643547	0
TOBG-MED-643_779	6.258843	0.322643
TOBG-MED-643_78	9.901574	0
TOBG-MED-643_781	6.468949	0
TOBG-MED-643_782	11.733001	6.151541
TOBG-MED-643_783	8.074508	6.903028
TOBG-MED-643_785	4.311664	0
TOBG-MED-643_786	7.698284	4.693803
TOBG-MED-643_787	14.251986	0
TOBG-MED-643_788	3.892889	0
TOBG-MED-643_789	5.08006	0
TOBG-MED-643_79	3.459853	0
TOBG-MED-643_790	10.433181	0
TOBG-MED-643_791	5.833548	0.407767
TOBG-MED-643_792	3.81721	1.936311
TOBG-MED-643_793	5.745451	0
TOBG-MED-643_794	7.140414	0
TOBG-MED-643_795	7.01398	0
TOBG-MED-643_796	7.097049	0
TOBG-MED-643_797	6.516859	0
TOBG-MED-643_798	24.675265	0
TOBG-MED-643_799	7.551826	0
TOBG-MED-643_8	17.000994	0
TOBG-MED-643_80	5.240709	0
TOBG-MED-643_800	5.421979	0
TOBG-MED-643_801	6.205347	0
TOBG-MED-643_803	5.03735	0
TOBG-MED-643_804	5.10616	0
TOBG-MED-643_805	7.104808	0
TOBG-MED-643_806	3.175141	0
TOBG-MED-643_807	11.011991	0
TOBG-MED-643_808	6.27356	0
TOBG-MED-643_809	12.194164	0
TOBG-MED-643_81	3.365686	0
TOBG-MED-643_810	10.734838	0
TOBG-MED-643_811	11.535011	0
TOBG-MED-643_812	9.552164	0
TOBG-MED-643_813	9.733739	2.746798
TOBG-MED-643_814	6.330701	0
TOBG-MED-643_815	9.636507	0
TOBG-MED-643_816	10.133322	0
TOBG-MED-643_817	15.045189	0
TOBG-MED-643_818	12.814797	0
TOBG-MED-643_819	9.463188	10.006245
TOBG-MED-643_82	3.457782	0
TOBG-MED-643_820	18.95686	0
TOBG-MED-643_821	6.108163	0
TOBG-MED-643_822	7.140414	0
TOBG-MED-643_823	6.35283	3.08172
TOBG-MED-643_824	7.300304	0
TOBG-MED-643_825	9.868876	0
TOBG-MED-643_826	14.028998	0
TOBG-MED-643_827	8.60017	0
TOBG-MED-643_828	10.516601	1.029665
TOBG-MED-643_829	8.311687	0
TOBG-MED-643_83	6.758371	0
TOBG-MED-643_830	9.271002	0
TOBG-MED-643_831	7.670763	0
TOBG-MED-643_832	10.205274	2.488752
TOBG-MED-643_833	8.373548	0
TOBG-MED-643_834	7.318132	0
TOBG-MED-643_835	6.159069	0
TOBG-MED-643_836	11.558737	0
TOBG-MED-643_837	11.316614	0
TOBG-MED-643_838	8.60531	0
TOBG-MED-643_839	11.997767	5.040329
TOBG-MED-643_840	10.789664	0
TOBG-MED-643_841	7.416632	0
TOBG-MED-643_842	8.784998	0.367958
TOBG-MED-643_843	27.203882	0
TOBG-MED-643_844	11.109124	0
TOBG-MED-643_845	12.50616	0
TOBG-MED-643_846	8.594782	0
TOBG-MED-643_847	128.250271	0
TOBG-MED-643_848	9.903366	0
TOBG-MED-643_849	17.576456	0
TOBG-MED-643_850	6.286903	0
TOBG-MED-643_851	7.433076	0
TOBG-MED-643_852	13.760947	5.267451
TOBG-MED-643_853	7.610366	2.478082
TOBG-MED-643_854	7.358518	4.911273
TOBG-MED-643_855	5.294141	0
TOBG-MED-643_856	11.099729	0
TOBG-MED-643_857	11.532136	0
TOBG-MED-643_858	8.766736	0
TOBG-MED-643_859	10.274036	0
TOBG-MED-643_86	5.097606	0
TOBG-MED-643_860	7.095698	2.487355
TOBG-MED-643_861	8.160287	11.317549
TOBG-MED-643_862	11.258957	0
TOBG-MED-643_863	7.542313	0
TOBG-MED-643_864	12.736218	0
TOBG-MED-643_865	7.450636	0
TOBG-MED-643_866	77.203564	43.903251
TOBG-MED-643_867	9.434067	0
TOBG-MED-643_868	10.591268	0
TOBG-MED-643_869	9.43885	0
TOBG-MED-643_870	7.543825	0.743557
TOBG-MED-643_871	10.119371	0.325577
TOBG-MED-643_872	13.198613	1.238769
TOBG-MED-643_873	7.097049	11.223043
TOBG-MED-643_874	4.277819	0.820449
TOBG-MED-643_875	2.348742	0
TOBG-MED-643_876	3.645524	5.210458
TOBG-MED-643_877	3.102162	0
TOBG-MED-643_878	6.313994	0
TOBG-MED-643_879	7.865708	0
TOBG-MED-643_88	4.299112	0
TOBG-MED-643_880	3.506582	0
TOBG-MED-643_881	5.190518	0
TOBG-MED-643_882	6.254234	0
TOBG-MED-643_883	16.67969	0
TOBG-MED-643_884	7.369374	0
TOBG-MED-643_885	4.374827	3.079167
TOBG-MED-643_886	9.310741	0
TOBG-MED-643_887	9.505486	0
TOBG-MED-643_888	4.098581	0
TOBG-MED-643_889	8.678571	0
TOBG-MED-643_890	4.784954	0
TOBG-MED-643_891	7.760996	0
TOBG-MED-643_892	7.346206	0
TOBG-MED-643_893	5.582271	0.588826
TOBG-MED-643_894	9.419027	5.351923
TOBG-MED-643_895	8.482462	0
TOBG-MED-643_896	4.343821	0
TOBG-MED-643_897	5.832644	3.307057
TOBG-MED-643_898	7.771531	0
TOBG-MED-643_899	4.65537	2.985853
TOBG-MED-643_9	14.953653	0
TOBG-MED-643_90	6.739731	0
TOBG-MED-643_900	5.899177	0
TOBG-MED-643_901	3.802995	0
TOBG-MED-643_902	10.465586	0
TOBG-MED-643_903	7.635487	0
TOBG-MED-643_904	6.858773	0.859498
TOBG-MED-643_905	11.587925	0
TOBG-MED-643_906	15.62009	0
TOBG-MED-643_907	7.272909	0
TOBG-MED-643_908	6.571279	0.695593
TOBG-MED-643_909	7.732393	7.426427
TOBG-MED-643_91	9.483912	0
TOBG-MED-643_910	7.379806	0
TOBG-MED-643_911	15.062434	0
TOBG-MED-643_912	14.972885	0
TOBG-MED-643_913	8.279695	1.225629
TOBG-MED-643_914	7.942625	3.149772
TOBG-MED-643_915	18.308384	115.530807
TOBG-MED-643_916	9.492486	0.345472
TOBG-MED-643_917	7.866032	0
TOBG-MED-643_918	1.9959	0
TOBG-MED-643_919	3.989042	0
TOBG-MED-643_92	2.979986	0
TOBG-MED-643_920	17.55272	0
TOBG-MED-643_921	6.964365	8.532526
TOBG-MED-643_922	23.934252	0
TOBG-MED-643_923	11.447393	1.667077
TOBG-MED-643_924	9.472799	0
TOBG-MED-643_925	5.937723	0
TOBG-MED-643_926	17.258268	0
TOBG-MED-643_927	7.675623	8.832397
TOBG-MED-643_929	4.868607	0
TOBG-MED-643_93	8.11096	0
TOBG-MED-643_930	6.949295	0
TOBG-MED-643_932	3.770284	0
TOBG-MED-643_933	7.18802	0
TOBG-MED-643_935	4.924734	2.057633
TOBG-MED-643_936	6.189689	0.608718
TOBG-MED-643_937	229.885838	0
TOBG-MED-643_938	5.641666	0
TOBG-MED-643_939	8.088663	0
TOBG-MED-643_940	8.881988	0
TOBG-MED-643_942	4.408176	0
TOBG-MED-643_943	8.833776	0
TOBG-MED-643_944	90.887364	0
TOBG-MED-643_945	7.258237	0
TOBG-MED-643_946	9.198101	0
TOBG-MED-643_947	66.445645	0
TOBG-MED-643_948	14.328245	37.21642
TOBG-MED-643_949	7.841951	0
TOBG-MED-643_95	2.080759	0
TOBG-MED-643_950	10.446275	0.877136
TOBG-MED-643_951	8.886475	0
TOBG-MED-643_952	5.49248	0
TOBG-MED-643_953	6.520738	0
TOBG-MED-643_955	5.8597	4.436148
TOBG-MED-643_956	6.508154	2.115526
TOBG-MED-643_957	8.236879	0
TOBG-MED-643_958	20.328298	0
TOBG-MED-643_959	8.371545	0
TOBG-MED-643_96	5.368636	0
TOBG-MED-643_960	17.952631	0
TOBG-MED-643_961	5.185173	0.577621
TOBG-MED-643_962	10.741401	0
TOBG-MED-643_963	8.814975	0
TOBG-MED-643_964	2.109411	0
TOBG-MED-643_965	6.709835	0
TOBG-MED-643_966	9.268705	0
TOBG-MED-643_967	6.59853	0
TOBG-MED-643_968	5.407862	0
TOBG-MED-643_969	1.365896	0
TOBG-MED-643_97	3.330977	0
TOBG-MED-643_970	12.025491	4.265135
TOBG-MED-643_971	6.676899	0
TOBG-MED-643_972	13.165875	4.794522
TOBG-MED-643_973	17.684847	0
TOBG-MED-643_974	9.981923	0
TOBG-MED-643_975	11.156647	0
TOBG-MED-643_976	10.81598	0
TOBG-MED-643_977	3.743966	0
TOBG-MED-643_978	17.851582	0
TOBG-MED-643_979	7.998054	0
TOBG-MED-643_98	8.347313	0
TOBG-MED-643_982	5.230592	0
TOBG-MED-643_983	8.13687	0
TOBG-MED-643_984	5.617753	0
TOBG-MED-643_985	7.276623	0
TOBG-MED-643_986	6.720104	2.135174
TOBG-MED-643_987	7.556026	0
TOBG-MED-643_988	10.649364	5.611419
TOBG-MED-643_989	8.395972	2.952224
TOBG-MED-643_99	4.969627	0
TOBG-MED-643_990	3.680565	0
TOBG-MED-643_991	6.150035	0
TOBG-MED-643_992	6.214946	0
TOBG-MED-643_993	17.207967	0
TOBG-MED-643_994	11.92528	0
TOBG-MED-643_995	8.77636	0
TOBG-MED-643_996	5.970691	2.393455
TOBG-MED-643_997	11.016504	0
TOBG-MED-643_998	6.65444	0
TOBG-MED-643_999	7.690475	0
TOBG-MED-645_1	5.703634	0
TOBG-MED-645_10	4.120389	24.758879
TOBG-MED-645_100	4.54806	0
TOBG-MED-645_1000	8.551192	17.896177
TOBG-MED-645_1001	3.348321	10.335963
TOBG-MED-645_1002	9.319362	2.219675
TOBG-MED-645_1003	6.829481	4.699645
TOBG-MED-645_1004	9.32172	0.60542
TOBG-MED-645_1005	5.289135	0
TOBG-MED-645_1006	2.359414	0
TOBG-MED-645_1007	3.370035	0
TOBG-MED-645_1008	3.42657	2.178477
TOBG-MED-645_1009	3.292868	1.383488
TOBG-MED-645_101	3.326853	0
TOBG-MED-645_1010	7.399019	2.595541
TOBG-MED-645_1011	20.328298	0
TOBG-MED-645_1012	1.821461	0
TOBG-MED-645_1013	13.512098	1.20069
TOBG-MED-645_1014	16.205147	0
TOBG-MED-645_1015	6.036534	5.739951
TOBG-MED-645_1016	2.634764	0
TOBG-MED-645_1018	2.257141	0
TOBG-MED-645_1019	6.976287	0
TOBG-MED-645_102	3.550765	0.330079
TOBG-MED-645_1020	3.933219	0
TOBG-MED-645_1021	12.92482	0
TOBG-MED-645_1022	4.408176	6.98508
TOBG-MED-645_1023	9.906531	0
TOBG-MED-645_1024	5.344094	0.645437
TOBG-MED-645_1025	5.716709	0
TOBG-MED-645_1026	4.836648	10.917396
TOBG-MED-645_1027	5.261372	0
TOBG-MED-645_1028	6.949295	2.047628
TOBG-MED-645_1029	3.522897	4.066848
TOBG-MED-645_103	6.611348	0
TOBG-MED-645_1030	7.818336	0
TOBG-MED-645_1031	6.884854	1.016795
TOBG-MED-645_1032	8.264185	0
TOBG-MED-645_1033	5.341337	0
TOBG-MED-645_1034	16.727166	0
TOBG-MED-645_1035	1.696025	0
TOBG-MED-645_1036	8.416776	0
TOBG-MED-645_1037	4.269126	0
TOBG-MED-645_1038	4.866869	7.553693
TOBG-MED-645_1039	8.449923	2.067185
TOBG-MED-645_104	3.721786	0
TOBG-MED-645_1040	6.142133	0
TOBG-MED-645_1041	10.21508	421.145992
TOBG-MED-645_1042	8.391471	2.185798
TOBG-MED-645_1043	8.950557	0
TOBG-MED-645_1044	6.022817	0
TOBG-MED-645_1045	5.700795	38.34895
TOBG-MED-645_1046	1.563859	5.23302
TOBG-MED-645_1048	6.966122	0
TOBG-MED-645_1049	6.081196	0
TOBG-MED-645_105	3.400079	34.861187
TOBG-MED-645_1050	5.621062	0
TOBG-MED-645_1051	2.218302	0
TOBG-MED-645_1052	3.362405	0
TOBG-MED-645_1053	3.201923	0
TOBG-MED-645_1054	7.729429	0
TOBG-MED-645_1055	4.513736	0
TOBG-MED-645_1056	10.569341	0
TOBG-MED-645_1057	8.371545	0
TOBG-MED-645_1058	12.857807	6.121592
TOBG-MED-645_1059	14.181202	0
TOBG-MED-645_106	11.113386	0
TOBG-MED-645_1060	13.831128	15.716033
TOBG-MED-645_1061	4.835381	2.792607
TOBG-MED-645_1064	3.787962	0
TOBG-MED-645_1065	2.863794	0
TOBG-MED-645_1066	2.314127	7.222987
TOBG-MED-645_1067	4.126163	97.67032
TOBG-MED-645_1068	8.778691	4.899645
TOBG-MED-645_1069	4.055457	19.856152
TOBG-MED-645_107	0.933656	0
TOBG-MED-645_1070	5.190518	35.647582
TOBG-MED-645_1073	7.079137	3.327145
TOBG-MED-645_1074	3.892889	0
TOBG-MED-645_1075	8.284946	22.376341
TOBG-MED-645_1076	9.26989	7.873722
TOBG-MED-645_1077	5.726043	2.143775
TOBG-MED-645_1078	3.908747	5.983786
TOBG-MED-645_1079	2.275822	0
TOBG-MED-645_108	7.656934	0
TOBG-MED-645_1080	5.736443	4.843363
TOBG-MED-645_1081	4.806972	1.737899
TOBG-MED-645_1082	4.452801	0
TOBG-MED-645_1083	7.81635	6.761775
TOBG-MED-645_1084	9.974813	0
TOBG-MED-645_1085	4.254838	4.535258
TOBG-MED-645_1086	96.590939	0
TOBG-MED-645_1087	4.290965	2.988546
TOBG-MED-645_1088	22.198466	0
TOBG-MED-645_1089	3.775353	0
TOBG-MED-645_109	6.553657	4.502644
TOBG-MED-645_1091	4.988953	0
TOBG-MED-645_1092	12.06817	22.915812
TOBG-MED-645_1093	5.715824	1.198283
TOBG-MED-645_1094	140.491488	0
TOBG-MED-645_1098	1.367583	40.603336
TOBG-MED-645_11	7.866509	3.878887
TOBG-MED-645_110	5.799182	8.750822
TOBG-MED-645_1100	5.894949	13.252706
TOBG-MED-645_1101	5.705357	4.385552
TOBG-MED-645_1102	5.009735	7.633726
TOBG-MED-645_1103	5.472561	0
TOBG-MED-645_1104	9.047855	0
TOBG-MED-645_1105	4.527401	8.291041
TOBG-MED-645_1106	12.190713	0
TOBG-MED-645_1107	5.156869	13.843815
TOBG-MED-645_1108	2.615407	6.061727
TOBG-MED-645_1109	14.886825	0
TOBG-MED-645_111	2.418324	0
TOBG-MED-645_1110	5.463585	0
TOBG-MED-645_1111	8.535885	0
TOBG-MED-645_1113	4.927144	0
TOBG-MED-645_1114	3.027065	0
TOBG-MED-645_1115	3.271549	2.791882
TOBG-MED-645_1116	5.217675	0.549656
TOBG-MED-645_1117	6.059522	6.878845
TOBG-MED-645_1118	6.860051	8.794581
TOBG-MED-645_1119	5.965746	0
TOBG-MED-645_112	5.215357	1.933567
TOBG-MED-645_1120	5.350982	0
TOBG-MED-645_1121	1.053189	2.633677
TOBG-MED-645_1123	1.951825	106.014224
TOBG-MED-645_1124	7.521059	9.849872
TOBG-MED-645_1125	4.418766	52.335999
TOBG-MED-645_1126	4.46394	11.545323
TOBG-MED-645_1127	5.274216	69.422656
TOBG-MED-645_1128	7.45549	12.874113
TOBG-MED-645_1129	7.776858	12.401466
TOBG-MED-645_113	6.569526	0
TOBG-MED-645_1130	6.772542	18.233896
TOBG-MED-645_1131	6.855238	20.436423
TOBG-MED-645_1132	8.32083	14.802391
TOBG-MED-645_1133	4.508834	4.88442
TOBG-MED-645_1134	6.891241	0
TOBG-MED-645_1135	5.243661	0
TOBG-MED-645_1136	15.233119	0
TOBG-MED-645_1137	2.59562	40.347891
TOBG-MED-645_1139	9.807778	6.612793
TOBG-MED-645_114	2.819444	0
TOBG-MED-645_1140	6.880474	4.213961
TOBG-MED-645_1141	4.136216	0
TOBG-MED-645_1142	12.847869	0
TOBG-MED-645_1143	7.538623	9.186883
TOBG-MED-645_1144	4.944421	4.683291
TOBG-MED-645_1145	4.8068	0
TOBG-MED-645_1146	9.754537	0
TOBG-MED-645_1147	12.911763	5.541201
TOBG-MED-645_1148	3.903451	7.127295
TOBG-MED-645_1149	6.655241	5.656732
TOBG-MED-645_115	5.869884	3.297937
TOBG-MED-645_1150	6.652527	3.909643
TOBG-MED-645_1151	7.052662	3.085653
TOBG-MED-645_1152	12.631908	0
TOBG-MED-645_1153	7.136997	23.81915
TOBG-MED-645_1154	1.858582	0
TOBG-MED-645_1155	12.637906	34.996762
TOBG-MED-645_1156	4.817113	0
TOBG-MED-645_1157	4.253378	0
TOBG-MED-645_1158	1.592027	0
TOBG-MED-645_1159	2.74624	0
TOBG-MED-645_116	6.683459	0
TOBG-MED-645_1160	4.554026	0
TOBG-MED-645_1161	6.279352	7.135897
TOBG-MED-645_1162	3.531436	104.852005
TOBG-MED-645_1163	93.590905	0
TOBG-MED-645_1164	9.349139	0
TOBG-MED-645_1165	5.965746	9.013062
TOBG-MED-645_1166	13.64418	96.637674
TOBG-MED-645_1167	7.715979	1.389453
TOBG-MED-645_1168	3.817362	6.431324
TOBG-MED-645_1169	9.949659	6.442879
TOBG-MED-645_117	3.962613	0
TOBG-MED-645_1170	5.441811	2.405279
TOBG-MED-645_1171	5.318548	0
TOBG-MED-645_1172	5.498775	33.795383
TOBG-MED-645_1173	5.723696	15.003697
TOBG-MED-645_1174	15.693502	14.228158
TOBG-MED-645_1175	7.556026	0
TOBG-MED-645_1176	6.605055	21.714379
TOBG-MED-645_1177	3.471634	0.967929
TOBG-MED-645_118	5.343318	0
TOBG-MED-645_1180	9.977906	0
TOBG-MED-645_1181	7.633945	0
TOBG-MED-645_1182	1.718477	0
TOBG-MED-645_1183	6.915564	0
TOBG-MED-645_1184	7.515835	0
TOBG-MED-645_1185	15.233119	0
TOBG-MED-645_1186	8.788228	0
TOBG-MED-645_1187	11.109124	5.159133
TOBG-MED-645_1188	7.042051	0
TOBG-MED-645_1189	4.185772	0
TOBG-MED-645_119	3.430025	0
TOBG-MED-645_1191	4.474838	4.77723
TOBG-MED-645_1193	6.224605	3.979215
TOBG-MED-645_1195	4.043291	13.757622
TOBG-MED-645_1196	7.323183	0
TOBG-MED-645_1197	3.656196	0
TOBG-MED-645_1198	4.157005	6.170727
TOBG-MED-645_1199	2.973888	10.732692
TOBG-MED-645_12	4.220257	0
TOBG-MED-645_120	5.607933	2.712121
TOBG-MED-645_1200	79.852945	0
TOBG-MED-645_1201	8.292808	1.404832
TOBG-MED-645_1202	3.565582	4.214191
TOBG-MED-645_1203	2.381504	0
TOBG-MED-645_1204	6.652527	0
TOBG-MED-645_1205	2.381052	0
TOBG-MED-645_1206	4.580652	2.581748
TOBG-MED-645_1209	46.431537	0
TOBG-MED-645_121	3.306562	0
TOBG-MED-645_1210	1.944215	0
TOBG-MED-645_1211	4.746974	0
TOBG-MED-645_1212	4.46453	0
TOBG-MED-645_1213	28.167102	0
TOBG-MED-645_1214	4.65537	5.971706
TOBG-MED-645_1216	8.849058	0
TOBG-MED-645_1217	5.894949	0
TOBG-MED-645_1219	6.582938	2.397261
TOBG-MED-645_122	3.415301	6.513415
TOBG-MED-645_1220	2.022708	4.54854
TOBG-MED-645_1223	5.723696	0
TOBG-MED-645_1224	4.792021	4.055382
TOBG-MED-645_1225	111.83959	0
TOBG-MED-645_1226	3.468847	7.779391
TOBG-MED-645_1227	2.661776	8.005468
TOBG-MED-645_1228	6.515731	1.853227
TOBG-MED-645_123	10.5388	2.796996
TOBG-MED-645_1230	3.34173	3.804866
TOBG-MED-645_1232	6.571279	0
TOBG-MED-645_1233	1.840428	0
TOBG-MED-645_1235	7.841951	4.64362
TOBG-MED-645_1236	5.164705	6.649441
TOBG-MED-645_1237	5.250514	0.973354
TOBG-MED-645_1238	6.784683	0
TOBG-MED-645_1239	8.023009	0
TOBG-MED-645_124	1.090516	0
TOBG-MED-645_1240	7.177431	7.046175
TOBG-MED-645_1241	6.221025	0
TOBG-MED-645_1242	5.121531	0
TOBG-MED-645_1243	4.055023	0
TOBG-MED-645_1244	2.971959	0
TOBG-MED-645_1245	1.965678	0
TOBG-MED-645_1246	14.571945	5.237221
TOBG-MED-645_1247	55.367874	72.865033
TOBG-MED-645_1248	6.204324	5.286078
TOBG-MED-645_1249	4.882122	0
TOBG-MED-645_125	17.666923	49.075573
TOBG-MED-645_1250	10.592805	6.825494
TOBG-MED-645_1251	4.436605	4.735182
TOBG-MED-645_1252	4.958511	0
TOBG-MED-645_1253	8.797018	26.561596
TOBG-MED-645_1254	7.238688	0
TOBG-MED-645_1255	1.980673	0
TOBG-MED-645_1256	15.624243	11.285514
TOBG-MED-645_1258	3.089856	21.057955
TOBG-MED-645_1259	5.888974	0
TOBG-MED-645_126	5.68994	10.10483
TOBG-MED-645_1260	6.935667	0
TOBG-MED-645_1261	3.673339	0
TOBG-MED-645_1262	5.789292	0
TOBG-MED-645_1263	1.582732	6.695771
TOBG-MED-645_1264	6.377899	0
TOBG-MED-645_1265	6.26523	0
TOBG-MED-645_1266	5.007674	0
TOBG-MED-645_1267	6.47331	4.363755
TOBG-MED-645_1268	2.043689	0
TOBG-MED-645_1269	5.039398	0
TOBG-MED-645_127	5.581863	0.790269
TOBG-MED-645_1270	7.150804	6.64091
TOBG-MED-645_1271	4.146404	5.61933
TOBG-MED-645_1272	3.771156	0
TOBG-MED-645_1273	6.277725	0
TOBG-MED-645_1274	3.275277	0
TOBG-MED-645_1275	4.744232	0
TOBG-MED-645_1276	23.360245	43.008522
TOBG-MED-645_1278	7.340255	0.562611
TOBG-MED-645_1279	15.253113	0
TOBG-MED-645_128	13.182342	20.272613
TOBG-MED-645_1280	2.689924	13.6096
TOBG-MED-645_1281	1.41812	0
TOBG-MED-645_1282	6.543099	0
TOBG-MED-645_1283	6.407398	11.098296
TOBG-MED-645_1284	4.153443	5.666677
TOBG-MED-645_1285	5.347419	2.038837
TOBG-MED-645_1286	8.766455	0
TOBG-MED-645_1287	9.721073	0
TOBG-MED-645_1288	16.703123	0
TOBG-MED-645_1289	7.238378	0
TOBG-MED-645_129	41.897931	16.919725
TOBG-MED-645_1290	3.397606	0
TOBG-MED-645_1291	1.272196	0
TOBG-MED-645_1292	9.670763	0
TOBG-MED-645_1293	1.82733	0
TOBG-MED-645_1294	3.720365	0.346029
TOBG-MED-645_1295	4.220734	0
TOBG-MED-645_1296	4.277726	2.457336
TOBG-MED-645_1297	4.266978	21.612415
TOBG-MED-645_1298	6.259918	6.464808
TOBG-MED-645_1299	76.628613	0
TOBG-MED-645_13	6.824673	0
TOBG-MED-645_130	16.557635	148.137562
TOBG-MED-645_1300	12.545375	0
TOBG-MED-645_1301	12.284267	2.654578
TOBG-MED-645_1302	1.973775	0.83969
TOBG-MED-645_1304	4.898099	46.119595
TOBG-MED-645_1305	3.33845	15.554874
TOBG-MED-645_1306	3.504454	60.580786
TOBG-MED-645_1307	2.831935	0.791498
TOBG-MED-645_1308	2.092411	0
TOBG-MED-645_1309	10.205557	1.257435
TOBG-MED-645_131	2.293243	9.226039
TOBG-MED-645_1310	15.246224	0
TOBG-MED-645_1311	6.453498	3.632523
TOBG-MED-645_1312	11.017865	0
TOBG-MED-645_1313	6.69383	0
TOBG-MED-645_1314	6.035659	0
TOBG-MED-645_1315	5.147331	3.105877
TOBG-MED-645_1317	3.309941	7.533104
TOBG-MED-645_1318	5.63342	5.21593
TOBG-MED-645_1319	7.463527	0
TOBG-MED-645_132	5.295634	1.536045
TOBG-MED-645_1320	4.866869	0
TOBG-MED-645_1321	3.164649	0
TOBG-MED-645_1323	4.197986	10.037562
TOBG-MED-645_1324	2.862729	0
TOBG-MED-645_1325	7.60599	4.040523
TOBG-MED-645_1326	4.326555	18.949266
TOBG-MED-645_1327	3.758083	0
