CDS	DNA	RNA
TOBG-MED-800_1012	5.022457	14.529657
TOBG-MED-800_1013	9.496862	3.199697
TOBG-MED-800_1014	4.320984	0
TOBG-MED-800_1015	3.539787	1.488965
TOBG-MED-800_1016	5.028208	0
TOBG-MED-800_1017	5.743046	0
TOBG-MED-800_1018	1.674012	0
TOBG-MED-800_1019	6.403846	0
TOBG-MED-800_102	5.617753	0
TOBG-MED-800_1021	9.608638	8.514126
TOBG-MED-800_1022	5.190518	0
TOBG-MED-800_1023	12.581917	19.052909
TOBG-MED-800_1024	9.794941	2.073353
TOBG-MED-800_1025	12.051296	0
TOBG-MED-800_1026	7.144513	0
TOBG-MED-800_1027	6.238702	0
TOBG-MED-800_1028	5.089194	0
TOBG-MED-800_1029	3.305674	0
TOBG-MED-800_103	6.268829	0
TOBG-MED-800_1030	2.569574	0
TOBG-MED-800_1031	4.718219	0
TOBG-MED-800_1032	6.582938	5.59361
TOBG-MED-800_1033	5.232793	0
TOBG-MED-800_1034	4.153217	0
TOBG-MED-800_1035	4.840712	2.546318
TOBG-MED-800_1036	1.544669	0
TOBG-MED-800_1037	1.118709	0.955446
TOBG-MED-800_1038	3.491528	0
TOBG-MED-800_1039	3.78912	13.686296
TOBG-MED-800_104	6.432759	0
TOBG-MED-800_1040	4.186703	4.121785
TOBG-MED-800_1041	9.781502	0
TOBG-MED-800_1043	5.038198	0
TOBG-MED-800_1044	6.769772	0
TOBG-MED-800_1045	10.539057	0
TOBG-MED-800_1046	9.854289	0
TOBG-MED-800_1047	2.526336	0
TOBG-MED-800_1048	6.142133	1.327289
TOBG-MED-800_1049	5.109224	0
TOBG-MED-800_105	6.968093	5.170498
TOBG-MED-800_1050	7.941211	0
TOBG-MED-800_1051	6.000207	0
TOBG-MED-800_1052	2.972429	0
TOBG-MED-800_1053	2.296798	0
TOBG-MED-800_1054	2.884152	1.217704
TOBG-MED-800_1056	4.6066	0
TOBG-MED-800_1057	4.927144	0
TOBG-MED-800_1058	7.296499	0
TOBG-MED-800_1059	7.104808	0
TOBG-MED-800_106	6.65444	2.287277
TOBG-MED-800_1060	7.946612	1.779704
TOBG-MED-800_1061	9.310741	0
TOBG-MED-800_1062	2.811077	5.57288
TOBG-MED-800_1063	7.797369	10.463381
TOBG-MED-800_1064	36.442965	0
TOBG-MED-800_1065	5.573537	0
TOBG-MED-800_1066	18.506448	0
TOBG-MED-800_1067	5.578324	0
TOBG-MED-800_1068	6.036043	0
TOBG-MED-800_1069	4.088045	0
TOBG-MED-800_107	4.607749	0
TOBG-MED-800_1070	8.636103	0
TOBG-MED-800_1071	6.994378	1.314571
TOBG-MED-800_1072	8.012005	12.561994
TOBG-MED-800_1073	32.062568	0
TOBG-MED-800_1074	21.557088	0
TOBG-MED-800_1075	6.830806	5.132654
TOBG-MED-800_1076	2.98132	0
TOBG-MED-800_1077	8.861949	0
TOBG-MED-800_1078	5.032601	0
TOBG-MED-800_1079	8.038793	0
TOBG-MED-800_108	8.948619	0
TOBG-MED-800_1080	4.753744	10.50536
TOBG-MED-800_1081	14.000928	0
TOBG-MED-800_1082	4.034021	0
TOBG-MED-800_1083	2.380138	0
TOBG-MED-800_1084	5.191239	0
TOBG-MED-800_1085	6.217225	0
TOBG-MED-800_1086	1.951521	0
TOBG-MED-800_1087	22.055137	0
TOBG-MED-800_1088	4.360532	0
TOBG-MED-800_1089	10.869985	0
TOBG-MED-800_109	7.369374	2.080045
TOBG-MED-800_1090	19.429742	0
TOBG-MED-800_1091	21.394691	0
TOBG-MED-800_1092	8.563055	31.723473
TOBG-MED-800_1093	4.03054	0
TOBG-MED-800_1094	6.48205	4.600536
TOBG-MED-800_1095	10.044915	4.358897
TOBG-MED-800_1096	6.78597	1.437739
TOBG-MED-800_1097	7.052082	3.644319
TOBG-MED-800_1098	8.425089	0
TOBG-MED-800_1099	4.225774	2.540296
TOBG-MED-800_11	4.008497	0
TOBG-MED-800_110	9.321167	3.125684
TOBG-MED-800_1100	30.387872	0
TOBG-MED-800_1101	15.814582	0
TOBG-MED-800_1102	9.429453	0.932332
TOBG-MED-800_1103	6.193012	0
TOBG-MED-800_1104	5.236313	5.057139
TOBG-MED-800_1105	6.290959	0
TOBG-MED-800_1106	2.26672	0
TOBG-MED-800_1107	8.870036	0
TOBG-MED-800_1108	5.64217	0
TOBG-MED-800_1109	9.919685	0
TOBG-MED-800_111	19.955812	0
TOBG-MED-800_1110	16.221826	18.992841
TOBG-MED-800_1111	10.160602	0.784497
TOBG-MED-800_1112	16.138349	0
TOBG-MED-800_1114	142.991944	2112.049454
TOBG-MED-800_1116	15.198081	0.999917
TOBG-MED-800_1117	4.860536	0.826764
TOBG-MED-800_1118	17.666923	27.264207
TOBG-MED-800_1119	4.804319	17.028252
TOBG-MED-800_112	2.698425	0
TOBG-MED-800_1120	8.259504	5.955859
TOBG-MED-800_1121	10.751415	12.337434
TOBG-MED-800_1123	5.788595	0
TOBG-MED-800_1124	4.360532	0
TOBG-MED-800_1125	9.215499	4.545371
TOBG-MED-800_1126	8.328639	0
TOBG-MED-800_1127	6.434985	1.829553
TOBG-MED-800_1128	5.127511	2.15994
TOBG-MED-800_1129	10.521749	11.999002
TOBG-MED-800_113	9.490277	0.938441
TOBG-MED-800_1130	12.010797	14.89972
TOBG-MED-800_1131	7.072884	9.552131
TOBG-MED-800_1132	11.385355	5.74355
TOBG-MED-800_1133	6.192202	7.257483
TOBG-MED-800_1134	6.382257	0
TOBG-MED-800_1135	4.500155	0
TOBG-MED-800_1136	3.673339	0
TOBG-MED-800_1137	15.728777	5.628305
TOBG-MED-800_1138	9.611097	0
TOBG-MED-800_114	8.263157	7.1938
TOBG-MED-800_1140	0.808619	2.053534
TOBG-MED-800_1141	5.987699	31.471749
TOBG-MED-800_1142	5.007117	0
TOBG-MED-800_1143	4.218821	0
TOBG-MED-800_1144	15.261861	0
TOBG-MED-800_1145	10.963983	9.557923
TOBG-MED-800_1147	7.81635	0
TOBG-MED-800_1148	3.682566	0
TOBG-MED-800_1149	3.07208	46.417728
TOBG-MED-800_115	3.928681	43.239792
TOBG-MED-800_1150	3.734624	0
TOBG-MED-800_1151	2.127419	0
TOBG-MED-800_1152	1.218462	0
TOBG-MED-800_1153	5.190944	0
TOBG-MED-800_1154	5.582271	0
TOBG-MED-800_1155	13.791423	0
TOBG-MED-800_1158	2.675874	2.270576
TOBG-MED-800_1159	11.967126	0
TOBG-MED-800_116	10.481419	0
TOBG-MED-800_1160	2.324501	0.655281
TOBG-MED-800_1161	12.953161	0
TOBG-MED-800_1163	1.207132	0
TOBG-MED-800_1164	1.138329	0
TOBG-MED-800_1165	3.381936	0
TOBG-MED-800_1168	3.479568	0
TOBG-MED-800_1169	2.276935	0
TOBG-MED-800_117	3.851648	3.54375
TOBG-MED-800_1170	10.778544	0
TOBG-MED-800_1171	0.665585	0
TOBG-MED-800_1172	4.146404	5.61933
TOBG-MED-800_1173	3.539122	0
TOBG-MED-800_1174	4.013236	0
TOBG-MED-800_1175	3.603931	0
TOBG-MED-800_1176	10.805051	0
TOBG-MED-800_1177	7.450636	0
TOBG-MED-800_1178	4.142174	0
TOBG-MED-800_1179	1.344962	0
TOBG-MED-800_118	60.151687	0
TOBG-MED-800_1180	7.01398	0
TOBG-MED-800_1181	5.406697	0
TOBG-MED-800_1182	2.827739	4.279062
TOBG-MED-800_1183	4.186835	0
TOBG-MED-800_1184	9.534324	0
TOBG-MED-800_1185	1.874051	0
TOBG-MED-800_1186	92.849563	0
TOBG-MED-800_1187	10.030126	0
TOBG-MED-800_1188	4.800326	0
TOBG-MED-800_1189	6.507415	0
TOBG-MED-800_119	5.950071	0
TOBG-MED-800_1190	13.500465	0
TOBG-MED-800_1191	5.521683	0
TOBG-MED-800_1192	8.826057	7.680223
TOBG-MED-800_1193	6.375115	1.546406
TOBG-MED-800_1194	4.697485	0
TOBG-MED-800_1196	2.153892	0
TOBG-MED-800_1197	4.740368	0
TOBG-MED-800_1198	9.507487	0
TOBG-MED-800_1199	7.158181	0
TOBG-MED-800_12	7.482378	0
TOBG-MED-800_120	1.815094	0
TOBG-MED-800_1200	7.616061	6.94993
TOBG-MED-800_1201	11.950238	0
TOBG-MED-800_1202	5.101041	0
TOBG-MED-800_1203	8.283749	7.034783
TOBG-MED-800_1204	10.013075	0
TOBG-MED-800_1205	7.154078	69.058637
TOBG-MED-800_1206	6.535592	1.586373
TOBG-MED-800_1207	6.382257	11.791672
TOBG-MED-800_121	3.932194	0
TOBG-MED-800_1210	10.496674	3.244623
TOBG-MED-800_1211	1.936962	0
TOBG-MED-800_1212	16.634264	0
TOBG-MED-800_1213	6.816667	0
TOBG-MED-800_1214	8.508721	0
TOBG-MED-800_1215	7.160263	0
TOBG-MED-800_1216	7.950998	8.981126
TOBG-MED-800_1218	7.747058	0
TOBG-MED-800_1219	10.17615	0
TOBG-MED-800_122	2.087741	0
TOBG-MED-800_1220	14.415724	12.557664
TOBG-MED-800_1221	2.180266	47.997155
TOBG-MED-800_1223	8.110046	10.459791
TOBG-MED-800_1224	11.266841	0
TOBG-MED-800_1225	23.145751	0
TOBG-MED-800_1226	4.118439	0
TOBG-MED-800_1228	7.732393	0
TOBG-MED-800_1229	7.140414	0
TOBG-MED-800_1230	7.000464	0
TOBG-MED-800_1231	12.962952	0
TOBG-MED-800_1232	10.056808	0
TOBG-MED-800_1233	7.937853	0
TOBG-MED-800_1234	5.296403	7.963077
TOBG-MED-800_1235	24.60273	0
TOBG-MED-800_1236	12.311918	0
TOBG-MED-800_1237	9.013316	116.809204
TOBG-MED-800_1238	51.623902	0
TOBG-MED-800_1239	4.54806	0
TOBG-MED-800_124	8.338855	0
TOBG-MED-800_1241	3.57909	0
TOBG-MED-800_1243	27.203882	0
TOBG-MED-800_1244	5.519212	0
TOBG-MED-800_1246	7.210381	0
TOBG-MED-800_1247	11.945507	0
TOBG-MED-800_1248	10.310859	0
TOBG-MED-800_1249	11.795124	0
TOBG-MED-800_125	5.109224	0
TOBG-MED-800_1250	5.700795	0
TOBG-MED-800_1251	5.577154	0
TOBG-MED-800_1252	10.57827	0
TOBG-MED-800_1254	4.304709	9.885886
TOBG-MED-800_1255	3.852426	3.307658
TOBG-MED-800_1256	2.037333	0
TOBG-MED-800_1257	10.296099	0
TOBG-MED-800_1258	12.010797	17.028252
TOBG-MED-800_1259	4.894895	0
TOBG-MED-800_126	28.538189	97.30531
TOBG-MED-800_1260	8.351562	0
TOBG-MED-800_1261	8.373669	5.032982
TOBG-MED-800_1262	8.487461	0
TOBG-MED-800_1263	8.651033	0
TOBG-MED-800_1264	3.758083	0
TOBG-MED-800_1265	5.405896	9.418248
TOBG-MED-800_1266	21.478044	0
TOBG-MED-800_1268	48.415046	484.675237
TOBG-MED-800_1269	7.653479	9.133829
TOBG-MED-800_127	20.548072	0
TOBG-MED-800_1270	5.560259	0
TOBG-MED-800_1271	12.598495	0
TOBG-MED-800_1272	8.651033	0
TOBG-MED-800_1273	6.318953	0
TOBG-MED-800_1274	1.412544	0
TOBG-MED-800_1276	4.033914	8.01484
TOBG-MED-800_1277	5.505996	0
TOBG-MED-800_1278	90.887364	0
TOBG-MED-800_1279	1.526505	0
TOBG-MED-800_128	9.568083	0
TOBG-MED-800_1280	5.188346	0
TOBG-MED-800_1281	5.869884	0
TOBG-MED-800_1282	4.181792	0
TOBG-MED-800_1283	6.217225	0
TOBG-MED-800_1284	8.835465	0
TOBG-MED-800_1286	1.815094	0
TOBG-MED-800_1288	2.608837	0
TOBG-MED-800_1289	2.903637	0
TOBG-MED-800_129	12.688512	0
TOBG-MED-800_1290	2.947475	0
TOBG-MED-800_1291	5.921325	10.915976
TOBG-MED-800_1292	11.424402	0
TOBG-MED-800_1294	2.847464	0.397948
TOBG-MED-800_1295	6.179712	0
TOBG-MED-800_1297	12.736218	9.648701
TOBG-MED-800_1299	4.254361	3.665043
TOBG-MED-800_13	5.163719	0.393574
TOBG-MED-800_130	7.14966	5.083702
TOBG-MED-800_1300	6.758371	0
TOBG-MED-800_1301	4.753744	0
TOBG-MED-800_1302	7.302716	0
TOBG-MED-800_1303	4.835381	9.774126
TOBG-MED-800_1304	15.522563	0
TOBG-MED-800_1305	6.688727	1.149759
TOBG-MED-800_1306	5.871856	0
TOBG-MED-800_1307	8.395972	0
TOBG-MED-800_1308	11.277775	0
TOBG-MED-800_1309	2.703267	0
TOBG-MED-800_131	5.832644	6.614115
TOBG-MED-800_1310	8.948619	0
TOBG-MED-800_1311	5.489365	0
TOBG-MED-800_1312	10.290076	0
TOBG-MED-800_1313	11.586488	0
TOBG-MED-800_1314	8.651785	0
TOBG-MED-800_1315	5.749869	5.564746
TOBG-MED-800_1316	11.48399	4.908204
TOBG-MED-800_1317	7.415585	0
TOBG-MED-800_1318	5.31945	0
TOBG-MED-800_1319	11.535011	14.792203
TOBG-MED-800_132	5.940139	0
TOBG-MED-800_1320	6.69661	43.588972
TOBG-MED-800_1321	6.779368	1.64719
TOBG-MED-800_1322	9.939898	0
TOBG-MED-800_1323	4.806547	0
TOBG-MED-800_1324	3.743221	0
TOBG-MED-800_1325	7.08697	0
TOBG-MED-800_1326	8.97867	3.265666
TOBG-MED-800_1327	10.025189	0
TOBG-MED-800_1328	11.136352	9.440067
TOBG-MED-800_1329	7.515835	8.265603
TOBG-MED-800_133	6.000207	0
TOBG-MED-800_1330	6.509496	3.444507
TOBG-MED-800_1331	11.795971	0
TOBG-MED-800_1332	10.178388	0
TOBG-MED-800_1333	14.891933	0
TOBG-MED-800_1334	7.232516	0
TOBG-MED-800_1335	10.373346	0
TOBG-MED-800_1336	10.922356	0
TOBG-MED-800_1337	15.253113	0
TOBG-MED-800_1338	7.22878	6.092986
TOBG-MED-800_1339	10.991291	0
TOBG-MED-800_134	7.691267	0
TOBG-MED-800_1340	11.120518	17.786638
TOBG-MED-800_1341	9.982361	0.947036
TOBG-MED-800_1342	4.200065	0
TOBG-MED-800_1343	6.65444	0
TOBG-MED-800_1344	3.854361	0
TOBG-MED-800_1345	7.236115	0
TOBG-MED-800_1346	3.956829	22.765621
TOBG-MED-800_1347	5.611184	6.039713
TOBG-MED-800_1348	6.489159	0
TOBG-MED-800_1349	15.62009	6.171861
TOBG-MED-800_135	8.196576	0
TOBG-MED-800_1350	4.832536	0
TOBG-MED-800_1351	2.075683	0
TOBG-MED-800_1352	2.74181	22.503877
TOBG-MED-800_1353	5.638888	0
TOBG-MED-800_1354	7.210529	2.762416
TOBG-MED-800_1355	12.029336	0
TOBG-MED-800_1356	9.610114	3.360193
TOBG-MED-800_1357	9.083407	37.875556
TOBG-MED-800_1358	8.026472	11.49759
TOBG-MED-800_1359	9.083407	0
TOBG-MED-800_136	9.118839	0
TOBG-MED-800_1361	3.588031	0
TOBG-MED-800_1362	7.524098	5.808438
TOBG-MED-800_1363	5.43617	12.608594
TOBG-MED-800_1364	6.448864	11.599733
TOBG-MED-800_1365	4.379755	3.449176
TOBG-MED-800_1366	3.491528	9.952843
TOBG-MED-800_1367	4.03054	4.776361
TOBG-MED-800_1368	1.827873	0
TOBG-MED-800_1369	2.26672	0
TOBG-MED-800_137	6.062555	0
TOBG-MED-800_1370	0.968481	0
TOBG-MED-800_1371	3.892889	0
TOBG-MED-800_1372	3.035165	0
TOBG-MED-800_1373	6.902104	0
TOBG-MED-800_1374	3.355031	0
TOBG-MED-800_1375	10.203516	19.718562
TOBG-MED-800_1376	41.897931	0
TOBG-MED-800_1377	8.648438	0
TOBG-MED-800_1378	3.051397	13.753668
TOBG-MED-800_1379	10.748733	0
TOBG-MED-800_138	13.903785	0
TOBG-MED-800_1380	15.930754	6.028572
TOBG-MED-800_1381	7.408924	0
TOBG-MED-800_1382	7.22878	12.739879
TOBG-MED-800_1384	2.507531	0
TOBG-MED-800_1385	12.350745	11.14281
TOBG-MED-800_1386	9.154192	0
TOBG-MED-800_1387	10.657211	0
TOBG-MED-800_1388	12.967616	0
TOBG-MED-800_1389	3.552404	0
TOBG-MED-800_139	6.036043	0
TOBG-MED-800_1390	8.788228	0
TOBG-MED-800_1391	7.86271	0
TOBG-MED-800_1392	21.557088	0
TOBG-MED-800_1393	7.122292	0
TOBG-MED-800_1394	2.16211	0
TOBG-MED-800_1395	16.464179	12.353922
TOBG-MED-800_1396	4.423489	0
TOBG-MED-800_1397	6.890394	4.908204
TOBG-MED-800_1398	7.208724	0
TOBG-MED-800_1399	9.089284	0
TOBG-MED-800_14	7.168915	16.064564
TOBG-MED-800_140	7.739889	12.022824
TOBG-MED-800_1400	4.325234	1.242885
TOBG-MED-800_1401	6.856092	0
TOBG-MED-800_1402	15.727397	10.887377
TOBG-MED-800_1403	6.559179	0
TOBG-MED-800_1404	10.03523	0
TOBG-MED-800_1405	11.657556	0
TOBG-MED-800_1406	8.075993	0
TOBG-MED-800_1407	4.82441	0
TOBG-MED-800_1408	4.533439	1.936733
TOBG-MED-800_1409	6.238702	0
TOBG-MED-800_141	5.464775	0
TOBG-MED-800_1410	8.586571	0
TOBG-MED-800_1411	9.478791	0.615833
TOBG-MED-800_1412	7.289683	20.118953
TOBG-MED-800_1413	4.139157	0
TOBG-MED-800_1414	5.109224	14.795198
TOBG-MED-800_1415	8.555451	0
TOBG-MED-800_1416	10.179342	0
TOBG-MED-800_1417	11.347527	1.796016
TOBG-MED-800_1418	6.959136	0
TOBG-MED-800_1419	21.610101	0
TOBG-MED-800_142	48.415046	0
TOBG-MED-800_1420	25.303331	5.715867
TOBG-MED-800_1421	4.347065	0
TOBG-MED-800_1422	16.090893	0
TOBG-MED-800_1423	6.983055	4.976422
TOBG-MED-800_1424	9.83796	0
TOBG-MED-800_1425	7.267322	1.769282
TOBG-MED-800_1426	9.374546	0
TOBG-MED-800_1427	3.654661	0
TOBG-MED-800_1428	8.317132	0
TOBG-MED-800_1429	4.068435	10.333522
TOBG-MED-800_143	13.885111	0
TOBG-MED-800_1430	19.90444	0
TOBG-MED-800_1431	4.311664	0
TOBG-MED-800_1432	3.621395	0
TOBG-MED-800_1433	5.452582	0.930627
TOBG-MED-800_1434	3.707956	0
TOBG-MED-800_1435	8.23101	0
TOBG-MED-800_1436	7.181176	4.369229
TOBG-MED-800_1437	4.934438	0
TOBG-MED-800_1438	7.960136	0
TOBG-MED-800_1439	7.978084	0
TOBG-MED-800_144	12.911763	0
TOBG-MED-800_1440	7.913658	0
TOBG-MED-800_1442	4.661741	0
TOBG-MED-800_1444	1.786128	0
TOBG-MED-800_1445	2.621831	0
TOBG-MED-800_1446	3.707585	0
TOBG-MED-800_1447	3.845238	0
TOBG-MED-800_1448	2.181033	0
TOBG-MED-800_1449	3.165463	0
TOBG-MED-800_145	17.258268	0
TOBG-MED-800_1450	4.081749	0
TOBG-MED-800_1451	1.790066	4.557207
TOBG-MED-800_1452	6.515731	2.77984
TOBG-MED-800_1453	6.201099	53.360973
TOBG-MED-800_1454	1.930061	1.214085
TOBG-MED-800_1455	3.257866	0
TOBG-MED-800_1456	3.009521	0
TOBG-MED-800_1457	4.915753	0
TOBG-MED-800_1459	322.640915	0
TOBG-MED-800_146	9.614083	11.339686
TOBG-MED-800_1460	7.26162	18.209933
TOBG-MED-800_1461	14.418046	3.376983
TOBG-MED-800_1462	8.371545	0
TOBG-MED-800_1463	14.079532	7.051019
TOBG-MED-800_1464	7.969748	6.700808
TOBG-MED-800_1465	5.569549	7.609732
TOBG-MED-800_1466	8.714975	6.290095
TOBG-MED-800_1467	11.113386	0
TOBG-MED-800_1468	4.475374	0
TOBG-MED-800_1469	5.50299	0
TOBG-MED-800_147	10.712219	3.489264
TOBG-MED-800_1470	5.030036	0
TOBG-MED-800_1471	16.840351	0
TOBG-MED-800_1473	7.067775	0.541346
TOBG-MED-800_1474	21.314423	0
TOBG-MED-800_1475	11.266841	62.591156
TOBG-MED-800_1476	21.557088	0
TOBG-MED-800_1477	7.889493	2.827354
TOBG-MED-800_1478	7.630044	0
TOBG-MED-800_1479	7.933519	0
TOBG-MED-800_148	9.392078	0
TOBG-MED-800_1482	4.091992	0
TOBG-MED-800_1483	5.735132	0
TOBG-MED-800_1484	4.212407	0
TOBG-MED-800_1485	6.325833	0
TOBG-MED-800_1486	7.185032	0
TOBG-MED-800_1487	4.169428	0
TOBG-MED-800_1488	10.69318	5.787351
TOBG-MED-800_1489	7.662106	0
TOBG-MED-800_149	6.95058	6.388181
TOBG-MED-800_1490	9.26919	0
TOBG-MED-800_1491	9.611841	0
TOBG-MED-800_1492	5.279202	0
TOBG-MED-800_1493	7.158181	0
TOBG-MED-800_1494	8.108261	0
TOBG-MED-800_1495	3.26498	2.073353
TOBG-MED-800_1496	1.765718	7.489429
TOBG-MED-800_1498	2.620355	0
TOBG-MED-800_1499	5.055053	0
TOBG-MED-800_15	4.022723	0
TOBG-MED-800_1500	7.864389	6.753966
TOBG-MED-800_1501	3.690744	0
TOBG-MED-800_1502	3.071067	0
TOBG-MED-800_1503	10.637095	0
TOBG-MED-800_1504	6.849971	2.281694
TOBG-MED-800_1505	4.762712	0
TOBG-MED-800_1506	3.471789	0
TOBG-MED-800_1507	7.86271	0
TOBG-MED-800_1508	8.026472	0
TOBG-MED-800_1509	11.407269	0
TOBG-MED-800_151	8.489393	0
TOBG-MED-800_1510	6.828708	0
TOBG-MED-800_1511	4.018065	0
TOBG-MED-800_1512	4.272415	0
TOBG-MED-800_1513	4.537736	0
TOBG-MED-800_1514	11.786043	0
TOBG-MED-800_1515	12.613758	0
TOBG-MED-800_1516	4.863381	0
TOBG-MED-800_1518	8.134742	0
TOBG-MED-800_1519	1.099755	0
TOBG-MED-800_152	9.426369	0
TOBG-MED-800_1520	3.630189	0
TOBG-MED-800_1521	5.103965	3.695001
TOBG-MED-800_1522	5.333425	0
TOBG-MED-800_1523	8.494545	0
TOBG-MED-800_1524	2.982873	0
TOBG-MED-800_1525	8.109312	0
TOBG-MED-800_1526	3.743221	0
TOBG-MED-800_1527	6.704342	41.525742
TOBG-MED-800_1528	3.816588	7.639453
TOBG-MED-800_1529	3.171325	0
TOBG-MED-800_153	4.03054	0
TOBG-MED-800_1530	1.391827	0
TOBG-MED-800_1531	2.257141	2.543538
TOBG-MED-800_1532	5.519212	0
TOBG-MED-800_1534	13.64418	0
TOBG-MED-800_1535	2.730589	0
TOBG-MED-800_1538	1.104433	0
TOBG-MED-800_154	4.169428	0
TOBG-MED-800_1540	3.241904	0
TOBG-MED-800_1541	2.867566	0
TOBG-MED-800_1542	5.721286	1.494273
TOBG-MED-800_1543	7.260378	0
TOBG-MED-800_1544	8.797018	0
TOBG-MED-800_1545	7.210199	0
TOBG-MED-800_1546	8.157978	0
TOBG-MED-800_1547	4.47431	0
TOBG-MED-800_1548	6.813043	4.022557
TOBG-MED-800_1549	8.774295	1.852812
TOBG-MED-800_155	7.865204	0
TOBG-MED-800_1550	8.707652	6.057563
TOBG-MED-800_1551	6.36098	1.09135
TOBG-MED-800_1552	4.921468	1.026857
TOBG-MED-800_1553	8.058969	0
TOBG-MED-800_1554	10.243061	0
TOBG-MED-800_1555	6.938997	0
TOBG-MED-800_1557	10.547054	0
TOBG-MED-800_1558	10.963983	0
TOBG-MED-800_1559	4.272342	0
TOBG-MED-800_156	4.170121	0
TOBG-MED-800_1562	5.47808	2.182335
TOBG-MED-800_1563	6.803766	6.591975
TOBG-MED-800_1564	6.770604	0
TOBG-MED-800_1565	26.364684	0
TOBG-MED-800_1566	3.87012	7.092769
TOBG-MED-800_1567	5.258801	2.80643
TOBG-MED-800_1568	4.6066	0
TOBG-MED-800_1569	6.56964	0
TOBG-MED-800_157	3.932194	0
TOBG-MED-800_1570	5.088075	0
TOBG-MED-800_1571	6.76814	25.883178
TOBG-MED-800_1572	7.933519	0
TOBG-MED-800_1573	8.781846	0
TOBG-MED-800_1574	4.39902	2.816282
TOBG-MED-800_1575	7.560117	0
TOBG-MED-800_1576	11.038424	2.468959
TOBG-MED-800_1577	5.607933	4.068181
TOBG-MED-800_1578	9.948245	3.838384
TOBG-MED-800_1579	8.254486	4.672854
TOBG-MED-800_158	5.242926	0
TOBG-MED-800_1580	17.666923	0
TOBG-MED-800_1581	2.338602	0
TOBG-MED-800_1582	3.932194	0
TOBG-MED-800_1583	2.228215	0
TOBG-MED-800_1584	2.084714	0
TOBG-MED-800_1585	5.352348	0
TOBG-MED-800_1586	5.513784	10.212341
TOBG-MED-800_1587	4.800326	0
TOBG-MED-800_1588	8.058969	0
TOBG-MED-800_1589	6.397556	20.951886
TOBG-MED-800_159	6.178676	2.671081
TOBG-MED-800_1591	4.164319	0
TOBG-MED-800_1592	5.374507	2.708827
TOBG-MED-800_1593	2.19951	0
TOBG-MED-800_1595	5.591383	3.00768
TOBG-MED-800_1596	5.461178	0
TOBG-MED-800_1597	18.529492	0
TOBG-MED-800_1598	7.535736	3.546872
TOBG-MED-800_1599	10.519746	16.776542
TOBG-MED-800_16	9.584815	0
TOBG-MED-800_160	8.861949	0
TOBG-MED-800_1600	8.240169	11.165644
TOBG-MED-800_1602	8.995956	0
TOBG-MED-800_1603	6.73614	15.282342
TOBG-MED-800_1604	3.12654	0
TOBG-MED-800_1605	2.851817	15.972687
TOBG-MED-800_1606	2.731793	8.224379
TOBG-MED-800_1607	10.951162	0
TOBG-MED-800_1608	2.127419	6.349362
TOBG-MED-800_1609	5.005563	16.300415
TOBG-MED-800_161	3.139676	1.783974
TOBG-MED-800_1610	5.289135	0
TOBG-MED-800_1611	4.762105	8.15109
TOBG-MED-800_1612	12.953161	0
TOBG-MED-800_1613	2.655533	0
TOBG-MED-800_1614	5.15543	0
TOBG-MED-800_1617	1.487518	0
TOBG-MED-800_1618	1.359187	0
TOBG-MED-800_1619	5.617753	0
TOBG-MED-800_162	6.311688	9.344953
TOBG-MED-800_1621	2.790932	7.112417
TOBG-MED-800_1622	2.406051	0
TOBG-MED-800_1623	3.483061	0
TOBG-MED-800_1625	1.029952	0
TOBG-MED-800_1626	10.805051	29.549284
TOBG-MED-800_1627	9.26989	0
TOBG-MED-800_1628	7.140414	0
TOBG-MED-800_1629	3.104027	0
TOBG-MED-800_163	9.394969	0
TOBG-MED-800_1630	9.243572	0
TOBG-MED-800_1631	10.122645	0
TOBG-MED-800_1632	5.429776	0
TOBG-MED-800_1633	2.418324	0
TOBG-MED-800_1634	9.267099	0
TOBG-MED-800_1635	8.691471	6.335093
TOBG-MED-800_1636	9.024186	1.991014
TOBG-MED-800_1637	12.545375	0
TOBG-MED-800_1638	4.416508	2.881721
TOBG-MED-800_1639	8.889042	0
TOBG-MED-800_164	5.323552	0
TOBG-MED-800_1640	5.828778	10.474443
TOBG-MED-800_1641	8.881988	0
TOBG-MED-800_1642	5.741995	0
TOBG-MED-800_1643	3.547849	0.497471
TOBG-MED-800_1644	2.276658	0
TOBG-MED-800_1645	10.348914	0
TOBG-MED-800_1646	5.882664	0
TOBG-MED-800_1647	7.260378	0
TOBG-MED-800_1648	5.97495	0
TOBG-MED-800_1649	6.179712	0
TOBG-MED-800_165	5.735132	0
TOBG-MED-800_1650	2.027948	0
TOBG-MED-800_1653	6.559179	0
TOBG-MED-800_1654	4.600133	1.661723
TOBG-MED-800_1655	6.254976	11.588392
TOBG-MED-800_1657	2.608295	0
TOBG-MED-800_1658	7.662106	0
TOBG-MED-800_1659	3.433552	0
TOBG-MED-800_166	8.950028	0
TOBG-MED-800_1661	7.182737	1.142949
TOBG-MED-800_1662	7.595956	0
TOBG-MED-800_1663	4.532679	0
TOBG-MED-800_1664	3.155844	1.334993
TOBG-MED-800_1665	4.553316	3.891004
TOBG-MED-800_1667	2.345501	0
TOBG-MED-800_1668	12.50616	0
TOBG-MED-800_1669	12.119045	12.897833
TOBG-MED-800_167	6.754174	0
TOBG-MED-800_1670	3.932854	0
TOBG-MED-800_1671	10.574403	0
