Gene	DNA	RNA
TOBG-MED-587_1385	7.80736482957605	0.102701117455606
TOBG-MED-587_1386	10.7685300285827	2.26645500279459
TOBG-MED-587_1391	13.4682035231433	22.3042662144764
TOBG-MED-587_1395	11.3552768570632	40.245012892171
TOBG-MED-587_1398	14.5042191787697	3.69538138464698
TOBG-MED-587_1400	17.5279969296411	3.97733418509894
TOBG-MED-587_1411	18.02975256694	0.779274127869258
TOBG-MED-587_142	9.19643259959787	14.775447608679
TOBG-MED-587_1425	15.3978584138861	5.46883450451104
TOBG-MED-587_1428	11.2471313631864	24.9540892946578
TOBG-MED-587_1432	15.2577363454079	10.5514119639145
TOBG-MED-587_1437	16.1666648651674	3.23452962966444
TOBG-MED-587_1438	14.8791764981095	3.18582489453199
TOBG-MED-587_1454	8.31654079672231	46.7290084423009
TOBG-MED-587_1455	12.4968126257626	72.5937143117317
TOBG-MED-587_1456	5.87536713002273	30.4731076868277
TOBG-MED-587_1457	9.77178363752137	14.7823124596664
TOBG-MED-587_1458	6.88599879378757	39.1672718799267
TOBG-MED-587_1461	12.6637547791602	5.71467693770789
TOBG-MED-587_1462	8.81743747984994	0.355696553138929
TOBG-MED-587_1465	10.4028426817675	10.9474435121579
TOBG-MED-587_1470	7.87299195423045	16.3335857201396
TOBG-MED-587_1471	13.3030586016183	13.1722465484997
TOBG-MED-587_1473	11.5265631982966	6.97474545502857
TOBG-MED-587_148	12.371844499505	15.6530196484672
TOBG-MED-587_1481	9.28291942655334	7.57089051023219
TOBG-MED-587_1483	11.9662286731204	3.77336832945284
TOBG-MED-587_1486	10.4140105214689	25.6262533160627
TOBG-MED-587_1487	10.2440665167542	12.2036990081689
TOBG-MED-587_1492	11.813179549955	17.647063346431
TOBG-MED-587_1493	10.1294040227455	8.03152506942684
TOBG-MED-587_1494	8.33610912800872	6.96579391005955
TOBG-MED-587_1495	10.0506280266772	2.17201937767814
TOBG-MED-587_1496	10.2796361921596	2.43930491638884
TOBG-MED-587_1502	9.28161326088195	2.97334691507396
TOBG-MED-587_1512	8.94658176617097	9.0226562532337
TOBG-MED-587_1513	13.1995673699987	0.124798179402045
TOBG-MED-587_1519	14.1662341597386	24.157497963947
TOBG-MED-587_1528	11.322615466295	4.33917965160309
TOBG-MED-587_1532	7.8049488107521	15.9848258826989
TOBG-MED-587_1534	8.26741662225031	12.8192384097574
TOBG-MED-587_1538	7.45449404304213	4.9855421529496
TOBG-MED-587_1541	10.7056939671468	18.540585541187
TOBG-MED-587_1542	11.1585712737125	12.5395638402647
TOBG-MED-587_1543	5.37968655764654	46.0944622523073
TOBG-MED-587_1548	7.41569100869431	17.1076361423166
TOBG-MED-587_1552	10.5441856529872	15.9507673048239
TOBG-MED-587_1553	13.1949585825091	88.3975484155602
TOBG-MED-587_1562	7.33508567164328	14.5835586786961
TOBG-MED-587_1564	5.854185094403	0.644068837544939
TOBG-MED-587_1565	10.224664875624	6.18696428793168
TOBG-MED-587_1566	10.427803912888	6.08453110435665
TOBG-MED-587_1569	8.09793458149418	26.9504164382304
TOBG-MED-587_1573	12.354803391379	36.6062053702625
TOBG-MED-587_1574	9.80854479347648	50.0928282986841
TOBG-MED-587_1575	13.4140098826993	11.394798906443
TOBG-MED-587_1576	11.4377607083251	8.21870044180755
TOBG-MED-587_1577	2.65680268421725	21.2642065275873
TOBG-MED-587_1578	10.627210736869	52.2481826677695
TOBG-MED-587_1579	10.7972461086589	36.379795474467
TOBG-MED-587_1581	9.98075588527034	21.4300385164046
TOBG-MED-587_1582	6.82629360193392	25.9637923297017
TOBG-MED-587_1583	8.46356039035763	7.85268544237483
TOBG-MED-587_1584	9.25025164335171	7.46312663452856
TOBG-MED-587_1586	14.5796147300564	2.52061508026846
TOBG-MED-587_1588	11.3667816968373	9.77408719955165
TOBG-MED-587_1589	9.33113774600639	2.25851572457683
TOBG-MED-587_1590	11.6833082027559	24.3193970209835
TOBG-MED-587_1591	8.75641715126966	15.306849362876
TOBG-MED-587_1592	10.8387159784897	20.5310435029688
TOBG-MED-587_1593	11.7282920632157	330.820619866465
TOBG-MED-587_1594	4.41063975026916	0.333610819447297
TOBG-MED-587_1596	9.71343163184277	16.0861071486224
TOBG-MED-587_1599	11.1687541411433	8.18102072219538
TOBG-MED-587_16	6.09784230534201	1.84490802561818
TOBG-MED-587_160	9.0421225345786	3.74359334206303
TOBG-MED-587_1601	2.31105438969583	37.7574327434735
TOBG-MED-587_1605	10.6776563574554	4.37916987046641
TOBG-MED-587_1606	9.2653713747073	5.1392861247579
TOBG-MED-587_1607	12.9277371990648	5.08468904123121
TOBG-MED-587_1610	9.87415378875057	5.29202714594825
TOBG-MED-587_1612	11.9650333650919	62.2645554934401
TOBG-MED-587_1613	12.0096487437414	19.551855787879
TOBG-MED-587_1615	10.8145493876792	4.25353794795303
TOBG-MED-587_1617	14.2147779978187	5.20610409594251
TOBG-MED-587_1618	8.38069183649956	0.440971536720833
TOBG-MED-587_1620	8.20559194784997	3.37634918825844
TOBG-MED-587_1621	13.9427248303963	82.6803409387234
TOBG-MED-587_1622	5.76775967342891	12.2152884659164
TOBG-MED-587_1623	8.76677539716047	51.4953035219865
TOBG-MED-587_1627	5.47749904051284	42.4248979743887
TOBG-MED-587_163	9.86286904156343	2.51285934155994
TOBG-MED-587_1633	7.78647555912902	24.343324871362
TOBG-MED-587_1634	10.7189511610478	14.2411270522626
TOBG-MED-587_1635	12.977459265215	6.80566071672485
TOBG-MED-587_1637	14.5646305422557	34.5179194625253
TOBG-MED-587_1649	7.29543655990467	9.93258591089573
TOBG-MED-587_1653	12.8873380203177	30.8381501226595
TOBG-MED-587_1654	11.2739741588026	12.9128884720674
TOBG-MED-587_1656	9.48718904718654	8.98546891694723
TOBG-MED-587_1663	10.7927018131586	14.4362500051739
TOBG-MED-587_1668	9.09199241934227	1.83386067217137
TOBG-MED-587_1669	9.1063421548526	6.38030692192955
TOBG-MED-587_1670	7.70742504583837	32.1282460231173
TOBG-MED-587_1672	8.70745653924106	25.6858807695744
TOBG-MED-587_1673	8.03366525941883	13.3682621221381
TOBG-MED-587_1674	14.8422554646154	0.59873847947726
TOBG-MED-587_1675	19.2197814434197	440.644994506932
TOBG-MED-587_1680	2.72108016851283	36.2236780083742
TOBG-MED-587_1698	7.64677486448931	13.0136571778733
TOBG-MED-587_17	15.1199643325854	11.5567823491554
TOBG-MED-587_1700	5.2571577193364	0.289192381730518
TOBG-MED-587_1719	13.4476570646793	4.80834724551212
TOBG-MED-587_1727	7.07861414466275	17.8470123690337
TOBG-MED-587_1729	10.0836350152705	21.5903719289202
TOBG-MED-587_173	12.8363999253757	28.2952741755136
TOBG-MED-587_1733	16.7659101066132	22.8264396710026
TOBG-MED-587_1734	11.8622088596106	231.286125919946
TOBG-MED-587_1736	9.9974501006101	23.9458432625504
TOBG-MED-587_1738	10.8524951750044	0.596987782168847
TOBG-MED-587_174	18.1684429713011	13.8207263785797
TOBG-MED-587_1740	17.0186856153478	29.9986360539845
